Garage_Cars,Gr_Liv_Area,Total_Bsmt_SF,Exter_Qual_Typical,First_Flr_SF,Year_Built,Second_Flr_SF,Fireplace_Qu_No_Fireplace,Wood_Deck_SF,Central_Air_Y
3,1537,1518,0,1537,2006,0,1,0,1
2,1894,817,0,824,2002,1070,0,0,1
1,972,972,1,972,1948,0,0,0,1
2,1211,864,1,1211,1962,0,0,161,1
1,1020,1024,1,1020,1965,0,1,171,1
2,1610,1610,1,1610,1977,0,0,168,1
2,1553,1553,0,1553,2003,0,1,192,1
1,864,864,1,864,1968,0,1,226,1
2,1869,1088,1,1188,1890,561,1,48,1
1,948,483,1,483,1972,465,1,0,1
2,1223,600,0,520,2005,623,1,0,1
2,990,990,1,990,1994,0,1,0,1
2,2486,1122,0,1146,2003,1340,0,143,1
2,2031,1153,0,1153,1998,878,0,192,1
1,1657,1147,1,1147,1920,510,0,0,0
2,1660,831,0,831,2002,829,1,144,1
1,765,765,1,765,1925,0,1,135,0
2,2327,1129,0,1129,2003,1198,0,0,1
3,2052,1107,0,1040,2000,1012,0,210,1
1,2264,1100,1,1100,1918,1164,1,0,1
2,1642,903,1,910,1993,732,0,290,1
2,1232,1232,1,1232,1966,0,1,0,1
2,1005,1005,1,1005,1955,0,0,0,1
2,1680,1680,1,1680,1976,0,1,0,1
2,2110,2110,0,2110,1968,0,0,0,1
2,2110,948,0,1222,1994,888,0,0,1
2,1647,953,1,953,1999,694,0,0,1
2,1560,684,0,684,2005,876,0,100,1
2,1604,926,1,926,1998,678,0,360,1
2,1152,1152,1,1152,1953,0,1,0,1
2,1567,840,1,840,1940,727,0,0,1
2,2260,1306,0,1306,1996,954,1,296,1
3,2470,2535,0,2470,2003,0,0,154,1
2,1298,1250,1,1298,1964,0,1,0,1
2,2259,1809,1,2259,1953,0,0,166,1
2,1250,625,0,625,2006,625,1,0,1
3,2799,1286,0,1565,1993,1234,0,432,1
2,1264,676,1,676,1914,588,1,424,1
2,816,816,1,816,1982,0,1,0,1
2,1779,1763,1,1779,1955,0,0,0,1
2,1491,1491,0,1491,1996,0,0,0,1
1,1056,1056,1,1056,1966,0,1,0,1
2,1772,725,0,909,1910,863,1,0,0
2,1432,716,1,716,1977,716,0,0,1
2,1296,845,1,866,1927,430,1,0,1
3,2551,1779,0,1779,1997,772,0,76,1
0,1588,448,1,1588,1949,0,1,0,1
2,1640,1296,0,1640,1954,0,0,108,1
3,1584,1584,1,1584,1967,0,1,0,1
1,1502,1502,0,1502,1998,0,0,0,1
2,1656,746,0,760,2003,896,0,178,1
2,1829,1829,1,1829,1967,0,1,0,1
2,1419,1419,0,1419,2001,0,0,155,1
2,1524,1332,0,1332,1979,192,0,268,1
3,1595,1595,0,1595,2005,0,0,144,1
2,1951,938,0,1084,1900,867,1,0,0
2,1522,1190,1,1522,1984,0,0,0,1
2,1812,835,0,871,2004,941,1,146,1
0,1728,1728,1,1728,1962,0,1,0,1
2,1668,840,0,840,2003,828,1,144,1
1,869,0,1,869,1948,0,1,0,0
2,1548,1365,0,1548,2004,0,0,143,1
1,1022,1022,1,1022,1922,0,0,0,0
3,1914,1420,0,1426,2004,488,0,168,1
3,1922,1922,0,1922,2002,0,0,201,1
2,1630,1073,1,1630,1953,0,0,0,1
3,2004,870,0,878,2002,1126,0,0,1
2,1353,1259,1,1353,1979,0,0,240,1
2,1801,697,1,1104,1930,697,0,0,1
2,1958,979,1,979,1946,979,1,0,0
2,1857,945,1,945,1978,912,0,400,1
3,2538,1325,0,1335,1996,1203,0,198,1
1,2080,1276,0,1276,1926,804,0,0,1
2,1479,725,0,725,1981,754,0,167,1
2,1308,720,1,720,1969,588,1,0,1
2,1964,803,1,1098,1976,866,0,0,1
2,1476,738,0,738,2005,738,1,100,1
2,949,949,1,949,1924,0,0,0,1
2,1536,768,0,768,2005,768,1,0,1
2,1442,1424,1,1442,1990,0,1,0,1
1,1097,1097,1,1097,1996,0,1,306,1
0,864,864,1,864,1971,0,0,0,1
2,1145,1145,0,1145,2005,0,0,100,1
3,1953,1082,0,1082,2005,871,0,160,1
3,1521,741,1,780,1910,741,1,0,1
2,1960,860,0,860,2002,1100,0,288,1
1,1200,1200,1,1200,1956,0,0,0,1
1,540,480,1,540,1941,0,1,0,1
2,1488,1008,1,1488,1964,0,0,154,1
1,1278,854,1,854,1954,424,1,0,1
1,1144,1144,1,1144,1959,0,0,86,1
2,1394,1394,1,1394,1963,0,0,0,1
1,894,894,1,894,1966,0,1,0,1
2,1796,780,1,983,1963,813,0,0,1
1,892,864,1,892,1966,0,1,0,1
2,2432,1216,1,1216,1985,1216,1,200,1
3,2250,1671,0,1687,2002,563,0,238,1
2,788,728,0,788,1980,0,0,133,1
2,1358,1358,0,1358,2004,0,0,192,1
2,1737,836,0,844,1992,893,1,192,1
3,2798,1398,0,1414,2005,1384,0,182,1
2,1565,1511,0,1565,2006,0,1,0,1
2,1690,924,1,948,2000,742,0,100,1
3,2172,1519,0,1533,2000,639,0,162,1
1,925,0,1,925,1961,0,1,0,1
3,2007,1017,0,1026,2008,981,0,168,1
3,1511,1401,0,1511,1995,0,0,168,1
1,1251,1251,1,1251,1964,0,0,0,1
2,1728,1048,1,1728,1956,0,0,0,1
2,1033,456,1,1033,1976,0,1,224,1
3,2826,1334,0,1520,1992,1306,0,177,1
3,2475,1629,0,1645,1998,830,0,23,1
2,2486,1595,1,1611,1962,875,0,0,1
1,1105,1105,1,1105,1957,0,1,0,1
3,2225,1390,0,1402,1992,823,0,198,1
3,2544,1248,1,1248,1969,1296,1,0,1
2,1187,864,1,1187,1961,0,0,128,1
0,960,960,1,960,1958,0,1,0,1
2,1554,1554,0,1554,2006,0,0,156,1
2,1190,1181,1,1190,1993,0,0,0,1
0,1678,1678,1,1678,1959,0,1,0,1
1,925,925,1,925,1956,0,1,152,1
2,1650,926,1,991,1910,659,1,128,1
2,960,960,1,960,1958,0,1,0,1
1,1403,698,1,754,1915,649,1,0,1
2,1928,847,0,847,2003,1081,0,100,1
1,1216,1056,1,1216,1951,0,1,0,1
3,1822,1822,0,1822,2005,0,0,0,1
0,816,816,1,816,1990,0,1,0,1
1,1324,662,1,662,1920,662,1,0,1
2,1710,856,0,856,2003,854,1,0,1
3,1494,1494,0,1494,2006,0,0,160,1
2,1547,756,1,764,2009,783,1,169,1
1,1214,1214,1,1214,1967,0,0,0,1
2,2687,2062,0,2079,1994,608,1,168,1
2,1888,1517,0,1888,1966,0,0,0,1
1,1716,768,1,1148,1949,568,0,0,1
3,5095,5095,0,5095,2008,0,0,546,1
2,1873,988,0,988,1999,885,0,202,1
1,1666,1204,1,1204,1927,462,1,0,1
2,1114,1114,1,1114,2003,0,1,0,1
2,1260,1260,0,1260,1983,0,1,152,1
0,1517,793,1,997,1919,520,1,0,0
2,1116,1116,1,1116,1962,0,1,0,1
2,996,936,1,996,1992,0,1,120,1
0,784,784,1,784,1924,0,1,0,1
1,1513,939,1,939,1920,574,1,24,1
2,1502,1502,0,1502,2009,0,1,0,1
1,1609,796,0,825,1910,784,1,0,1
2,2169,1284,0,1284,2002,885,0,192,1
1,935,742,1,779,1930,0,1,0,1
1,498,498,1,498,1922,0,1,0,0
2,2452,1028,0,1210,1998,1242,0,208,1
3,1736,1736,0,1736,2008,0,0,319,1
2,1308,635,1,646,1997,662,1,142,1
2,2499,392,0,1487,1976,1012,0,0,1
3,2698,1850,0,1850,2006,848,0,250,1
1,1015,768,1,1015,1925,0,1,0,0
2,1441,776,0,764,1999,677,1,206,1
0,1200,1200,1,1200,1987,0,1,120,1
2,1116,1116,1,1116,1974,0,0,0,1
1,835,458,1,835,1920,0,1,0,0
2,1712,1626,1,1712,1959,0,1,272,1
1,1141,570,1,761,1900,380,1,0,0
2,1661,1649,1,1661,1998,0,1,0,1
2,1683,918,1,918,1978,765,0,243,1
2,1491,738,0,738,2006,753,0,100,1
3,1717,1709,0,1717,2006,0,0,169,1
2,1478,1478,1,1478,1960,0,0,0,1
3,1694,1694,0,1694,2008,0,1,160,1
1,1098,531,1,567,1930,531,0,0,1
3,1646,1638,0,1646,2007,0,0,192,1
2,864,864,1,864,1972,0,1,155,1
1,943,0,1,943,1958,0,1,0,0
0,869,440,1,869,1923,0,1,0,1
2,1200,600,1,520,2005,600,1,0,1
1,1344,896,1,896,1936,448,1,200,1
3,2452,2452,0,2452,2003,0,0,0,1
2,848,848,0,848,2004,0,1,140,1
4,2640,1240,0,1320,1880,1320,0,181,0
3,2000,1910,0,2000,2005,0,0,351,1
1,1008,1008,1,1008,1954,0,0,0,1
1,999,925,1,999,1963,0,1,40,1
0,334,0,0,334,1946,0,1,0,0
2,1310,1310,0,1310,2001,0,0,277,1
1,1012,816,1,1012,1920,0,1,121,0
1,987,483,1,483,1973,504,1,72,1
3,1947,1357,0,1366,2001,581,0,168,1
2,2154,845,1,845,1964,1309,0,0,1
4,872,858,1,872,1971,0,1,0,1
2,1559,1559,1,1559,1948,0,1,0,1
2,2267,1010,0,1010,2002,1257,0,120,1
2,1436,1436,0,1436,2008,0,1,0,1
1,1302,630,1,630,1971,672,1,0,1
2,1935,832,0,832,2009,1103,1,0,1
1,900,864,1,900,1967,0,0,175,1
2,2439,1531,0,1531,2001,908,0,184,1
2,1179,1166,0,1179,1988,0,1,0,1
2,1909,872,0,872,2002,1037,1,0,1
2,941,941,1,941,1978,0,1,0,1
2,1570,1395,1,1570,1958,0,0,490,1
2,2622,1463,0,1500,1994,1122,0,186,1
0,1040,1040,1,1040,1978,0,1,0,1
1,1635,485,1,1001,1910,634,1,394,1
2,1456,728,0,728,2006,728,1,0,1
2,1312,1312,1,1312,1958,0,0,0,1
1,1352,663,1,663,1969,689,1,379,1
1,948,948,1,948,1954,0,0,0,1
2,1602,1602,0,1602,1977,0,0,240,1
2,1040,1040,1,1040,1968,0,1,188,1
2,1585,784,0,831,2005,754,1,100,1
2,848,848,0,848,2003,0,1,140,1
1,1052,1052,1,1052,1968,0,1,356,1
2,1040,0,1,1040,1950,0,1,0,1
2,1804,994,1,1028,1999,776,0,140,1
1,1728,1216,1,1216,1953,0,0,200,1
2,1352,1352,0,1352,2006,0,0,0,1
1,612,0,1,612,1940,0,1,0,0
2,1052,1010,1,1052,1971,0,1,0,1
2,1470,794,1,794,1997,676,1,0,1
2,1193,1176,1,1193,1975,0,0,40,1
2,1256,1256,0,1256,1986,0,0,282,1
1,1343,731,1,820,1921,523,0,192,1
2,2180,1138,1,1138,1915,1042,0,0,1
2,1102,988,1,1102,1980,0,0,140,1
1,1252,1032,1,1032,1950,220,1,0,1
1,1034,735,1,735,1940,299,1,0,1
2,1301,1145,1,1301,1924,0,1,0,1
2,1541,1541,0,1541,2005,0,0,0,1
2,1870,944,0,944,2001,926,1,256,1
2,1114,1114,0,1114,2004,0,1,248,1
1,1352,1062,1,1352,1958,0,1,168,1
1,1054,1046,0,1054,1947,0,1,0,0
2,1294,1278,1,1294,1991,0,1,112,1
2,1178,1176,1,1178,1973,0,0,224,1
2,1411,1386,1,1411,1977,0,0,192,1
1,1380,1380,1,1380,1963,0,1,0,1
2,1470,680,0,680,1993,790,0,232,1
3,1838,1838,0,1838,2006,0,0,270,1
2,1716,810,1,1170,1915,546,1,0,1
1,936,936,1,936,1969,0,1,16,1
2,1555,1373,0,1555,2005,0,0,143,1
3,1350,576,1,864,1941,486,1,0,1
3,2028,1868,0,2028,2005,0,0,326,1
0,1200,780,1,780,1930,420,1,0,1
1,1558,913,1,1048,1945,510,0,0,1
2,1982,807,0,1175,1989,807,0,0,1
1,1317,649,1,649,1920,668,1,0,0
2,2654,1054,1,1512,1968,1142,0,0,1
1,773,773,1,773,1953,0,1,0,1
3,1976,1976,0,1976,2006,0,0,250,1
1,1216,832,1,832,1947,384,1,158,1
2,1967,1967,1,1967,1977,0,1,170,1
2,1744,996,0,1014,1993,730,1,370,1
2,1252,600,0,624,1999,628,1,0,1
2,1513,0,1,1513,1979,0,1,0,1
2,2362,1220,0,1220,1998,1142,0,147,1
2,1839,1477,1,1839,1957,0,0,0,1
2,1246,1246,1,1246,1964,0,0,0,1
2,1456,728,0,728,2006,728,0,0,1
1,1268,1268,1,1268,1954,0,0,0,1
2,1680,886,0,886,1993,794,1,144,1
2,1229,561,1,561,1980,668,0,176,1
2,1561,1561,1,1561,1960,0,0,0,1
2,1768,866,0,866,2007,902,1,144,1
1,1502,776,1,851,1931,651,0,0,1
2,1114,1114,1,1114,1961,0,1,0,1
3,2448,1629,0,1686,1994,762,0,517,1
2,1339,1309,1,1339,1990,0,0,0,1
1,1358,687,1,687,1930,671,0,0,1
1,1846,1040,1,1168,1949,678,0,0,1
2,1126,1060,1,1126,1984,0,1,178,1
1,876,876,1,876,1959,0,1,0,1
3,1254,1254,0,1254,2008,0,1,168,1
0,630,630,1,630,1970,0,1,0,1
1,988,988,1,988,1966,0,1,0,1
2,1382,673,0,673,2000,709,1,153,1
1,1236,912,1,1236,1961,0,0,0,1
3,2526,1165,0,1203,1994,1323,0,309,1
1,1200,1200,1,1200,1950,0,1,126,1
2,1028,1008,1,1028,1927,0,0,0,1
3,1940,1930,0,1940,2009,0,0,168,1
3,1654,1654,0,1654,2002,0,1,0,1
2,1510,677,0,833,1910,677,1,0,1
2,1923,750,0,1061,1992,862,0,240,1
2,1491,1491,0,1491,2001,0,1,120,1
1,907,907,1,907,1957,0,1,0,1
2,1193,1153,1,1193,1972,0,1,140,1
2,2503,1223,0,1271,1990,1232,0,0,1
2,1430,1430,1,1430,1974,0,0,117,1
1,1795,1050,1,1050,1954,745,1,0,0
0,1832,1832,0,1832,1967,0,1,0,0
3,1702,1702,0,1702,2007,0,0,0,1
2,958,1078,1,958,1976,0,0,0,1
3,2344,1264,0,1277,1996,1067,0,220,1
2,1364,1220,0,1364,2006,0,0,100,1
2,1437,1437,0,1437,1976,0,0,0,1
1,1228,1228,1,1228,1966,0,1,0,1
1,1424,1228,1,1424,1921,0,0,0,1
3,1774,1095,1,1095,1900,679,1,0,0
1,1242,484,1,1242,1946,0,1,0,0
2,1898,1898,1,1898,1956,0,0,0,1
1,1100,1100,1,1100,1960,0,0,355,1
0,1096,572,1,572,1924,524,1,0,0
2,1355,728,1,760,1941,595,1,0,1
3,1616,1616,0,1616,2005,0,1,208,1
1,1218,672,1,672,1973,546,1,144,1
2,1656,1656,1,1656,1973,0,1,0,1
2,1032,516,1,516,1980,516,0,213,1
2,1217,1188,1,1217,1990,0,1,168,1
1,1826,910,0,916,1915,910,0,0,1
1,1610,972,1,1052,1938,558,0,0,1
1,952,952,1,952,1916,0,0,0,0
2,1728,1728,1,1728,1976,0,1,0,1
2,1641,1001,1,1001,1972,640,0,0,1
2,1382,1051,1,1382,1963,0,0,0,1
2,1165,1127,1,1165,1966,0,1,0,1
3,2046,998,0,1006,2003,1040,0,320,1
2,848,848,0,848,2003,0,1,140,1
3,2332,1148,0,1170,2004,1162,0,224,1
2,1638,1614,0,1638,2000,0,0,230,1
2,1181,1138,1,1181,1972,0,1,0,1
3,1863,879,0,879,2006,984,0,100,1
2,1126,0,1,1126,1949,0,1,0,1
1,1194,1194,1,1194,1959,0,1,0,1
1,641,641,1,641,1925,0,1,184,1
2,1444,1431,0,1444,2002,0,1,144,1
1,2007,917,1,1090,1900,917,1,0,1
2,1861,916,0,920,2002,941,1,146,1
2,1601,1581,0,1601,2001,0,0,180,1
1,923,923,1,923,1980,0,0,80,1
2,1180,1180,1,1180,1970,0,1,0,1
1,965,828,1,965,1965,0,1,421,1
2,1488,1488,1,1488,1968,0,0,0,1
2,2201,697,0,1575,1966,626,0,586,1
1,1050,1043,1,1050,1971,0,1,0,1
0,1406,319,1,1035,1920,371,1,0,1
3,2322,1035,0,1082,2006,1240,1,400,1
0,670,370,1,442,1945,228,1,0,0
1,925,925,1,925,1965,0,1,0,1
2,1500,1489,0,1500,2006,0,0,144,1
2,1436,884,1,884,1940,552,0,0,1
1,999,999,1,999,1962,0,1,0,1
2,1417,1417,0,1417,1997,0,0,60,1
1,1273,616,1,1055,1910,218,1,212,0
2,1204,1191,1,1204,1987,0,1,120,1
1,778,740,1,778,1940,0,0,0,1
3,2334,1590,0,1627,2009,707,0,144,1
2,1576,770,0,778,2006,798,1,0,1
2,875,385,1,875,1972,0,1,352,1
1,935,935,1,935,1965,0,1,180,1
1,630,630,1,630,1970,0,1,0,1
2,1501,1277,0,1501,1986,0,0,240,1
2,1428,1428,0,1428,2007,0,1,0,1
1,1077,961,1,1077,1920,0,1,0,1
1,1302,1302,1,1302,1964,0,1,333,1
1,1268,832,0,1036,1949,0,0,0,1
2,1576,1324,1,1072,1923,504,0,0,1
2,1322,855,1,855,1974,467,0,260,1
1,1482,672,1,810,1925,672,1,0,0
2,1969,808,1,1161,1977,808,0,0,1
2,1800,1800,0,1800,2007,0,1,288,1
2,1505,1505,1,1505,1953,0,0,0,1
2,1714,980,1,980,1988,734,0,228,1
1,836,836,1,836,1976,0,1,150,1
2,2299,938,1,957,1999,1342,0,188,1
1,976,976,1,976,1942,0,1,160,0
2,1494,1208,1,1494,1974,0,0,296,1
0,1440,1440,1,1440,1977,0,1,321,1
0,2128,1040,1,1088,1922,1040,1,0,0
2,1128,1302,1,1128,1964,0,0,0,1
2,1187,1168,1,1187,1992,0,1,483,1
3,2234,1160,0,1205,2000,1029,0,0,1
1,1526,1216,1,1526,1957,0,0,116,1
3,1575,1603,0,1575,2003,0,0,216,1
2,2614,1522,1,1548,1974,1066,0,38,1
2,1494,1494,0,1494,2002,0,0,192,1
2,3672,1836,1,1836,1935,1836,0,684,1
3,2009,672,1,1337,1928,672,0,0,1
1,1750,636,1,1089,1880,661,1,0,1
2,1872,0,1,936,1976,936,1,0,1
2,1506,1362,0,1506,2005,0,0,142,1
2,1568,1568,0,1568,2001,0,0,0,1
3,1694,1694,0,1694,2006,0,0,0,1
2,1492,1492,0,1492,2001,0,0,0,1
2,1250,661,1,661,1910,589,0,242,1
1,1368,1078,1,1368,1950,0,1,0,1
3,2687,1455,0,1466,2000,1221,0,252,1
2,1293,1178,1,1293,1954,0,1,280,1
3,1795,1795,0,1795,2006,0,0,0,1
2,833,833,1,833,1984,0,1,431,1
2,1590,768,0,786,2008,804,1,0,1
2,1362,611,1,751,1920,611,1,0,1
2,1488,1488,1,1488,1950,0,0,0,1
0,1124,0,1,1124,1954,0,0,0,1
3,1636,1623,0,1636,2006,0,0,0,1
3,1689,1689,0,1689,2007,0,1,0,1
2,998,0,0,998,1945,0,1,0,0
2,1571,799,0,799,1993,772,0,0,1
1,864,864,1,864,1972,0,1,0,1
2,2350,973,1,1377,1920,973,1,0,1
3,1922,1922,0,1922,2005,0,0,178,1
2,1400,676,1,698,1986,702,1,0,1
3,2206,1090,0,1117,2005,1089,0,148,1
2,1731,836,0,844,1992,887,1,307,1
2,1717,1156,0,1187,1990,530,0,168,1
1,1036,1036,1,1036,1953,0,1,120,1
2,2448,1438,1,1900,1962,548,0,520,1
3,1620,1620,0,1620,2007,0,0,228,1
2,2202,1105,0,1105,1992,1097,0,0,1
2,969,969,1,969,1975,0,1,0,1
2,1228,1228,0,1228,1988,0,0,168,1
2,1792,936,1,962,2000,830,0,0,1
1,912,912,1,912,1964,0,1,0,1
2,1636,916,1,916,1996,720,0,168,1
2,1365,765,1,765,1971,600,1,240,1
2,985,576,1,985,1920,0,1,0,1
2,1920,1052,0,1252,1958,668,0,0,1
2,1442,1442,1,1442,1970,0,0,371,1
2,1493,1478,1,1493,1997,0,0,140,1
0,1447,801,1,801,1910,646,1,80,0
2,1265,1219,1,1265,1965,0,0,0,1
1,1529,0,1,1088,1945,441,1,92,0
2,1800,982,1,1007,2000,793,0,100,1
1,912,912,0,912,1963,0,1,0,1
2,1679,1408,1,1679,1994,0,0,224,1
2,1460,1460,0,1460,2006,0,0,0,1
2,1971,1113,0,1113,2005,858,0,0,1
1,988,988,0,988,1959,0,1,156,1
3,1842,1842,0,1842,1981,0,0,857,1
2,1479,725,1,725,1972,754,1,0,1
3,1884,1884,0,1884,2004,0,0,214,1
2,1560,1560,1,1560,1958,0,1,0,1
1,912,912,1,912,1962,0,1,140,1
1,1855,994,1,1216,1954,639,1,182,1
2,1645,715,1,930,1971,715,1,0,1
2,1539,927,1,1067,1936,472,1,112,1
2,1640,0,1,1640,1950,0,0,0,1
2,1432,264,1,768,1910,664,1,270,1
3,1576,1393,0,1576,2004,0,0,143,1
2,1721,928,0,936,1994,785,1,300,1
3,1498,1498,0,1498,2005,0,0,144,1
0,1225,950,1,1225,1959,0,1,352,1
2,1352,676,1,676,1939,676,1,187,1
0,1020,1020,0,1020,1918,0,1,0,0
1,1150,1150,1,1150,1961,0,1,0,1
3,1609,637,1,959,1932,650,0,0,1
1,1215,1215,1,1215,1958,0,1,0,1
2,1934,1122,1,946,1977,988,0,0,1
2,848,848,0,848,2003,0,1,140,1
3,2696,2846,0,2696,2003,0,0,220,1
2,2112,952,1,1092,1969,1020,0,280,1
2,1630,1630,0,1630,2000,0,0,74,1
2,1034,456,1,1034,1978,0,0,0,1
1,720,0,1,720,1949,0,1,0,0
3,2078,1034,0,1050,2007,1028,0,0,1
2,1629,928,1,928,1997,701,0,212,1
1,1475,550,1,925,1976,550,0,92,1
2,2236,964,1,993,1997,1243,0,0,1
1,909,882,1,909,1968,0,1,0,1
2,1626,764,0,764,2003,862,1,0,1
2,1764,928,1,928,1997,836,1,276,1
1,1339,1029,1,1339,1958,0,1,0,1
2,1362,1362,0,1362,2005,0,0,192,1
2,1083,1047,0,1083,1976,0,0,444,1
0,858,858,1,858,1971,0,1,0,1
1,789,768,1,789,1926,0,1,0,0
2,1199,1199,0,1199,1993,0,1,0,1
2,1694,1694,0,1694,1977,0,0,501,1
2,1626,764,0,764,2003,862,1,0,1
1,907,907,1,907,1978,0,1,72,1
1,1183,649,1,679,1948,504,1,0,1
1,1696,1140,1,1696,1962,0,0,0,1
2,1759,1449,0,944,1992,815,0,150,1
3,1563,1563,1,1563,2007,0,0,144,1
2,1549,744,1,757,1999,792,1,0,1
2,1235,1235,0,1235,1980,0,0,133,1
1,1150,1078,1,1150,1955,0,1,0,1
2,1204,1204,1,1204,1998,0,1,0,1
2,864,864,1,864,1970,0,1,0,1
1,1624,1444,1,1624,1952,0,0,0,1
0,1218,672,1,672,1971,546,1,201,1
2,2073,1542,1,2073,1978,0,0,349,1
1,1148,1148,1,1148,1959,0,1,0,1
2,1456,855,1,855,1978,601,0,26,1
2,988,938,1,988,1969,0,0,0,1
3,1795,900,0,909,2006,886,0,168,1
3,1670,1670,0,1670,2006,0,0,0,1
1,1494,771,1,753,1942,741,0,0,1
2,1250,625,0,625,2006,625,1,0,1
2,1200,1174,1,1200,1966,0,0,0,1
3,1512,1512,0,1512,2004,0,1,210,1
3,2161,1582,0,1610,2007,551,0,178,1
2,2345,952,1,1170,1932,1175,0,0,1
2,1433,1433,0,1433,1987,0,0,0,1
2,861,861,1,861,1940,0,1,158,1
2,2108,1127,1,1236,1935,872,0,0,1
1,1051,1051,1,1051,1966,0,1,182,1
1,827,0,1,827,1955,0,0,0,1
3,1694,1694,0,1694,2007,0,1,168,1
2,1567,1562,1,1567,1966,0,0,0,1
2,1611,784,0,784,2005,827,1,144,1
2,1902,1100,1,1226,1923,676,1,0,1
2,1256,1145,0,1256,2008,0,0,0,1
2,1690,915,1,940,2000,750,0,0,1
2,884,840,1,884,1983,0,1,240,1
2,2654,671,1,1567,1920,1087,0,128,1
2,2461,1140,0,1929,1952,532,0,0,1
1,1304,264,1,616,1977,688,0,141,1
1,1435,910,1,910,1950,525,1,0,1
1,796,796,1,796,1972,0,1,138,1
2,1216,1216,1,1216,1998,0,1,0,1
2,1470,738,1,868,1922,602,1,0,1
2,1609,754,0,754,1995,855,1,0,1
2,1604,926,1,926,1997,678,0,0,1
1,2372,994,1,1378,1892,994,1,0,0
2,1313,1313,1,1313,1961,0,0,172,1
1,1245,1008,1,1060,1920,185,1,0,1
1,1154,796,1,796,1922,358,1,0,1
1,1565,1187,1,1565,1965,0,0,200,1
1,1159,1051,1,1159,1968,0,0,466,1
3,2331,1414,0,1414,2005,917,0,192,1
2,1498,1498,0,1498,2006,0,1,351,1
2,1720,860,0,860,2004,860,1,0,1
2,1584,1584,1,1584,1967,0,1,0,1
3,1866,1858,0,1866,2008,0,0,0,1
2,1920,570,1,1222,1968,698,0,0,1
1,1646,918,1,918,1941,728,0,0,1
1,1080,1080,1,1080,1958,0,1,0,1
2,1752,559,0,1080,1988,672,1,325,1
1,874,864,1,874,1968,0,1,0,1
2,1730,816,0,833,1992,897,1,0,1
1,792,768,0,792,1924,0,1,316,1
2,1428,712,1,848,1900,580,1,264,1
1,1827,848,1,1017,1924,810,0,27,0
0,784,784,1,784,1955,0,1,112,0
3,2036,2190,0,2036,2008,0,0,90,1
3,2473,1094,0,1102,2006,1371,0,246,1
1,1258,560,1,698,1939,560,1,0,1
2,1373,1319,1,1373,1978,0,0,0,1
2,1325,409,1,1325,1948,0,0,0,1
3,1880,955,0,955,2007,925,0,168,1
2,988,988,1,988,1962,0,1,0,1
2,1707,1686,0,1707,1981,0,0,574,1
0,1120,1120,1,1120,2007,0,1,0,1
1,1342,1342,1,1342,1951,0,1,0,1
3,2046,1994,0,2046,2005,0,0,188,1
1,1302,630,1,630,1972,672,1,0,1
3,1569,1386,0,1569,2007,0,0,143,1
2,1595,1582,1,1595,1991,0,1,0,1
0,1140,1140,1,1140,2006,0,1,36,1
2,1382,1362,1,1382,1962,0,0,0,1
2,1721,1461,1,1721,1968,0,0,0,1
1,1118,1118,1,1118,1960,0,1,290,1
2,2786,1848,0,1827,1993,959,0,294,1
1,1164,1164,1,1164,1950,0,1,0,0
1,1376,738,1,714,1905,662,1,0,1
1,790,768,1,790,1930,0,1,0,0
1,1802,793,1,901,1920,901,0,0,1
2,1122,924,1,1122,1948,0,1,0,1
2,2097,1108,1,1108,1998,989,0,253,1
1,923,876,1,923,1984,0,1,362,1
2,2978,710,0,1898,1967,1080,0,240,1
3,2100,918,0,958,2007,1142,0,172,1
2,2036,2136,1,2036,1965,0,0,0,1
1,1340,780,1,816,1945,524,1,0,0
2,848,848,0,848,2003,0,1,140,1
1,1056,1056,1,1056,1958,0,1,0,1
1,912,912,1,912,1958,0,1,12,1
1,1768,731,1,981,1937,787,0,0,1
2,1236,600,0,600,2005,636,1,0,1
2,1915,908,0,927,1992,988,0,120,1
2,1252,504,1,936,1908,316,1,104,1
3,3222,1673,1,1699,1990,1523,0,367,1
2,1080,530,0,530,2003,550,1,0,1
1,985,985,0,985,1977,0,1,210,1
2,1786,920,0,920,2001,866,0,0,1
2,1930,780,1,1085,1979,845,0,192,1
2,1724,1680,1,1724,1967,0,0,0,1
1,2142,896,1,1182,1968,960,0,0,1
3,1973,1935,0,1973,2006,0,0,315,1
2,1316,1316,0,1316,2007,0,0,0,1
1,1298,651,1,759,1921,539,0,216,1
2,1365,765,1,765,1970,600,1,0,1
1,912,912,1,912,1961,0,1,168,1
2,1501,1501,0,1501,1987,0,0,240,1
1,1055,1061,1,1055,1978,0,1,108,1
1,948,948,1,948,1968,0,1,147,1
3,1541,1541,0,1541,2001,0,0,468,1
2,1306,1306,0,1306,2005,0,0,170,1
1,816,816,1,816,1982,0,1,168,1
1,1143,1008,0,1143,1928,0,0,265,1
2,1452,1420,1,1452,1964,0,0,92,1
2,1728,864,0,864,2004,864,1,187,1
1,1510,755,1,755,1920,755,1,0,1
2,1453,1453,1,1453,1961,0,0,0,1
3,2389,1054,0,1054,2006,1335,0,176,1
2,1320,1164,1,1320,1966,0,0,160,1
2,1538,1538,0,1538,2005,0,1,146,1
2,876,876,1,876,1972,0,1,0,1
2,1321,1312,0,1321,1990,0,0,0,1
2,1724,880,1,880,1998,844,1,120,1
